quote_id,section,labels,quotation,title,url
1184,abstract,"['Formal description/analysis', 'Performance', 'State-of-the-art', 'Unifying ideas or integrating components', 'Stable']","By combining off-policy updates with a stable stochastic actor-critic formulation, our method achieves state-of-the-art performance on a range of continuous control benchmark tasks, outperforming prior on-policy and off-policy methods. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1185,abstract,"['Performance', 'Stable']","Furthermore, we demonstrate that, in contrast to other off-policy algorithms, our approach is very stable, achieving very similar performance across different random seeds.",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1186,introduction,['Applies to real world'],"Model-free deep reinforcement learning (RL) algorithms have been applied in a range of challenging domains, from games (Mnih et al., 2013; Silver et al., 2016) to robotic control (Schulman et al., 2015). ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1187,introduction,"['Approximation', 'Promising', 'Automatic', 'Applies to real world']","The combination of RL and high-capacity function approximators such as neural networks holds the promise of automating a wide range of decision making and control tasks, but widespread adoption of these methods in real-world domains has been hampered by two major challenges. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1191,introduction,['Identifying limitations'],Both of these challenges severely limit the applicability of model-free deep RL to real-world tasks.,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1192,introduction,['Efficiency'],"One cause for the poor sample efficiency of deep RL methods is on-policy learning: some of the most commonly used deep RL algorithms, such as TRPO (Schulman et al., 2015), PPO (Schulman et al., 2017b) or A3C (Mnih et al., 2016), require new samples to be collected for each gradient step.",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1193,introduction,['Effectiveness'],"This quickly becomes extravagantly expensive, as the number of gradient steps and samples per step needed to learn an effective policy increases with task complexity. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1195,introduction,['Formal description/analysis'],"This is not directly feasible with conventional policy gradient formulations, but is relatively straightforward for Q-learning based methods (Mnih et al., 2015). ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1196,introduction,"['Approximation', 'Stable']","Unfortunately, the combination of off-policy learning and high-dimensional, nonlinear function approximation with neural networks presents a major challenge for stability and convergence (Bhatnagar et al., 2009). ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1197,introduction,['Performance'],"This challenge is further exacerbated in continuous state and action spaces, where a separate actor network is often used to perform the maximization in Q-learning. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1198,introduction,"['Efficiency', 'Identifying limitations']","A commonly used algorithm in such settings, deep deterministic policy gradient (DDPG) (Lillicrap et al., 2015), provides for sample-efficient learning but is notoriously challenging to use due to its extreme brittleness and hyperparameter sensitivity (Duan et al., 2016; Henderson et al., 2017).",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1199,introduction,"['Efficiency', 'Stable']",We explore how to design an efficient and stable modelfree deep RL algorithm for continuous state and action spaces. ,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1200,introduction,['Unifying ideas or integrating components'],"To that end, we draw on the maximum entropy framework, which augments the standard maximum reward reinforcement learning objective with an entropy maximization term (Ziebart et al., 2008; Toussaint, 2009; Rawlik et al., 2012; Fox et al., 2016; Haarnoja et al., 2017). ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1202,introduction,"['Robustness', 'Formal description/analysis', 'Building on classic work', 'Improvement']","More importantly, the maximum entropy formulation provides a substantial improvement in exploration and robustness: as discussed by Ziebart (2010), maximum entropy policies are robust in the face of model and estimation errors, and as demonstrated by (Haarnoja et al., 2017), they improve exploration by acquiring diverse behaviors. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1203,introduction,"['Performance', 'Building on recent work']","Prior work has proposed model-free deep RL algorithms that perform on-policy learning with entropy maximization (O’Donoghue et al., 2016), as well as off-policy methods based on soft Q-learning and its variants (Schulman et al., 2017a; Nachum et al., 2017a; Haarnoja et al., 2017). ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1204,introduction,['Approximation'],"However, the on-policy variants suffer from poor sample complexity for the reasons discussed above, while the off-policy variants require complex approximate inference procedures in continuous action spaces.",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1205,introduction,"['Efficiency', 'Stable']","In this paper, we demonstrate that we can devise an offpolicy maximum entropy actor-critic algorithm, which we call soft actor-critic (SAC), which provides for both sampleefficient learning and stability. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1207,introduction,"['Approximation', 'Stable']","SAC also avoids the complexity and potential instability associated with approximate inference in prior off-policy maximum entropy algorithms based on soft Q-learning (Haarnoja et al., 2017). ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1208,introduction,"['Novelty', 'Approximation', 'Scientific methodology']","We present a convergence proof for policy iteration in the maximum entropy framework, and then introduce a new algorithm based on an approximation to this procedure that can be practically implemented with deep neural networks, which we call soft actor-critic.",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1209,introduction,"['Quantitative evidence (e.g. experiments)', 'Performance', 'Efficiency', 'Improvement']",We present empirical results that show that soft actor-critic attains a substantial improvement in both performance and sample efficiency over both off-policy and on-policy prior methods. ,Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1210,introduction,['Improvement'],"We also compare to twin delayed deep deterministic (TD3) policy gradient algorithm (Fujimoto et al., 2018), which is a concurrent work that proposes a deterministic algorithm that substantially improves on DDPG.",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1211,conclusion,"['Efficiency', 'Stable']","We present soft actor-critic (SAC), an off-policy maximum entropy deep reinforcement learning algorithm that provides sample-efficient learning while retaining the benefits of entropy maximization and stability. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
1212,conclusion,"['Theoretical guarantees', 'Optimal']","Our theoretical results derive soft policy iteration, which we show to converge to the optimal policy. ",Soft Actor-Critic: Off-Policy Maximum Entropy Deep Reinforcement Learning with a Stochastic Actor,http://export.arxiv.org/pdf/1801.01290
